name	version	license	repository
getrandom	0.2.17	MIT OR Apache-2.0	https://github.com/rust-random/getrandom
gimli	0.32.3	MIT OR Apache-2.0	https://github.com/gimli-rs/gimli
hashbrown	0.14.5	MIT OR Apache-2.0	https://github.com/rust-lang/hashbrown
heck	0.5.0	MIT OR Apache-2.0	https://github.com/withoutboats/heck
hermit-abi	0.5.3	MIT OR Apache-2.0	https://github.com/hermit-os/hermit-rs
hex	0.4.3	MIT OR Apache-2.0	https://github.com/KokaKiwi/rust-hex
itertools	0.12.1	MIT OR Apache-2.0	https://github.com/rust-itertools/itertools
itertools	0.14.0	MIT OR Apache-2.0	https://github.com/rust-itertools/itertools
lazy_static	1.5.0	MIT OR Apache-2.0	https://github.com/rust-lang-nursery/lazy-static.rs
libc	0.2.189	MIT OR Apache-2.0	https://github.com/rust-lang/libc
libredox	0.1.23	MIT	https://gitlab.redox-os.org/redox-os/libredox.git
log	0.4.34	MIT OR Apache-2.0	https://github.com/rust-lang/log
matchers	0.2.0	MIT	https://github.com/hawkw/matchers
memchr	2.8.3	Unlicense OR MIT	https://github.com/BurntSushi/memchr
miniz_oxide	0.8.9	MIT OR Zlib OR Apache-2.0	https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide
nu-ansi-term	0.50.3	MIT	https://github.com/nushell/nu-ansi-term
num-bigint	0.3.3	MIT OR Apache-2.0	https://github.com/rust-num/num-bigint
num-bigint	0.4.8	MIT OR Apache-2.0	https://github.com/rust-num/num-bigint
num-integer	0.1.47	MIT OR Apache-2.0	https://github.com/rust-num/num-integer
num-traits	0.2.19	MIT OR Apache-2.0	https://github.com/rust-num/num-traits
num_cpus	1.17.0	MIT OR Apache-2.0	https://github.com/seanmonstar/num_cpus
object	0.37.3	Apache-2.0 OR MIT	https://github.com/gimli-rs/object
once_cell	1.21.4	MIT OR Apache-2.0	https://github.com/matklad/once_cell
option-ext	0.2.0	MPL-2.0	https://github.com/soc/option-ext.git
p3-air	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-baby-bear	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-bn254-fr	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-challenger	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-commit	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-dft	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-field	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-fri	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-interpolation	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-koala-bear	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-matrix	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-maybe-rayon	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-mds	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-merkle-tree	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-poseidon2	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-symmetric	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-uni-stark	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
p3-util	0.4.3-succinct	MIT OR Apache-2.0	https://github.com/Plonky3/Plonky3
pin-project-internal	1.1.13	Apache-2.0 OR MIT	https://github.com/taiki-e/pin-project
pin-project-lite	0.2.17	Apache-2.0 OR MIT	https://github.com/taiki-e/pin-project-lite
pin-project	1.1.13	Apache-2.0 OR MIT	https://github.com/taiki-e/pin-project
ppv-lite86	0.2.21	MIT OR Apache-2.0	https://github.com/cryptocorrosion/cryptocorrosion
proc-macro2	1.0.107	MIT OR Apache-2.0	https://github.com/dtolnay/proc-macro2
quote	1.0.47	MIT OR Apache-2.0	https://github.com/dtolnay/quote
radium	0.7.0	MIT	https://github.com/bitvecto-rs/radium
rand	0.8.8	MIT OR Apache-2.0	https://github.com/rust-random/rand
rand_chacha	0.3.1	MIT OR Apache-2.0	https://github.com/rust-random/rand
rand_core	0.6.4	MIT OR Apache-2.0	https://github.com/rust-random/rand
range-set-blaze	0.1.16	MIT OR Apache-2.0	https://github.com/CarlKCarlK/range-set-blaze
rayon-core	1.13.0	MIT OR Apache-2.0	https://github.com/rayon-rs/rayon
rayon-scan	0.1.1	MIT OR Apache-2.0	https://github.com/arieluy/rayon-scan
rayon	1.12.0	MIT OR Apache-2.0	https://github.com/rayon-rs/rayon
redox_users	0.4.6	MIT	https://gitlab.redox-os.org/redox-os/users
regex-automata	0.4.18	MIT OR Apache-2.0	https://github.com/rust-lang/regex
regex-syntax	0.8.11	MIT OR Apache-2.0	https://github.com/rust-lang/regex
rustc-demangle	0.1.28	MIT/Apache-2.0	https://github.com/rust-lang/rustc-demangle
rustc-hex	2.1.0	MIT/Apache-2.0	https://github.com/debris/rustc-hex
rustc_version	0.4.1	MIT OR Apache-2.0	https://github.com/djc/rustc-version-rs
semver	1.0.28	MIT OR Apache-2.0	https://github.com/dtolnay/semver
serde	1.0.229	MIT OR Apache-2.0	https://github.com/serde-rs/serde
serde_core	1.0.229	MIT OR Apache-2.0	https://github.com/serde-rs/serde
serde_derive	1.0.229	MIT OR Apache-2.0	https://github.com/serde-rs/serde
sha2	0.10.9	MIT OR Apache-2.0	https://github.com/RustCrypto/hashes
sharded-slab	0.1.7	MIT	https://github.com/hawkw/sharded-slab
shlex	2.0.1	MIT OR Apache-2.0	https://github.com/comex/rust-shlex
slab	0.4.12	MIT	https://github.com/tokio-rs/slab
slop-air	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-algebra	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-alloc	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-baby-bear	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-basefold-prover	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-basefold	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-bn254	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-challenger	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-commit	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-dft	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-fri	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-futures	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-jagged	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-koala-bear	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-matrix	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-maybe-rayon	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-merkle-tree	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-multilinear	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-poseidon2	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-primitives	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-stacked	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-sumcheck	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-symmetric	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-tensor	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-uni-stark	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-utils	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-whir	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
smallvec	1.16.0	MIT OR Apache-2.0	https://github.com/servo/rust-smallvec
sp1-derive	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-hypercube	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-primitives	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-executor	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-machine	6.6.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-verifier	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
spin	0.9.9	MIT	https://github.com/mvdnes/spin-rs.git
static_assertions	1.1.0	MIT OR Apache-2.0	https://github.com/nvzqz/static-assertions-rs
strength_reduce	0.2.4	MIT OR Apache-2.0	http://github.com/ejmahler/strength_reduce
struct-reflection-derive	0.1.0	MIT	https://github.com/tu-user/struct-reflection-rs
struct-reflection	0.1.0	MIT	https://github.com/tu-user/struct-reflection-rs
strum	0.27.2	MIT	https://github.com/Peternator7/strum
strum_macros	0.27.2	MIT	https://github.com/Peternator7/strum
substrate-bn-succinct-rs	0.6.0	MIT OR Apache-2.0	https://github.com/paritytech/bn
subtle	2.6.1	BSD-3-Clause	https://github.com/dalek-cryptography/subtle
syn	1.0.109	MIT OR Apache-2.0	https://github.com/dtolnay/syn
syn	2.0.119	MIT OR Apache-2.0	https://github.com/dtolnay/syn
syn	3.0.4	MIT OR Apache-2.0	https://github.com/dtolnay/syn
tap	1.0.1	MIT	https://github.com/myrrlyn/tap
thiserror-impl	1.0.69	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thiserror-impl	2.0.20	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thiserror	1.0.69	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thiserror	2.0.20	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thousands	0.2.0	MIT/Apache-2.0	https://github.com/tov/thousands-rs
thread_local	1.1.10	MIT OR Apache-2.0	https://github.com/Amanieu/thread_local-rs
tokio	1.53.1	MIT	https://github.com/tokio-rs/tokio
tracing-attributes	0.1.31	MIT	https://github.com/tokio-rs/tracing
tracing-core	0.1.36	MIT	https://github.com/tokio-rs/tracing
tracing-forest	0.1.6	MIT	https://github.com/QnnOkabayashi/tracing-forest
tracing-log	0.2.0	MIT	https://github.com/tokio-rs/tracing
tracing-subscriber	0.3.23	MIT	https://github.com/tokio-rs/tracing
tracing	0.1.44	MIT	https://github.com/tokio-rs/tracing
transpose	0.2.3	MIT OR Apache-2.0	https://github.com/ejmahler/transpose
typenum	1.20.1	MIT OR Apache-2.0	https://github.com/paholg/typenum
unicode-ident	1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	https://github.com/dtolnay/unicode-ident
valuable	0.1.1	MIT	https://github.com/tokio-rs/valuable
version_check	0.9.5	MIT/Apache-2.0	https://github.com/SergioBenitez/version_check
wasi	0.11.1+wasi-snapshot-preview1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	https://github.com/bytecodealliance/wasi
winapi-i686-pc-windows-gnu	0.4.0	MIT/Apache-2.0	https://github.com/retep998/winapi-rs
winapi-x86_64-pc-windows-gnu	0.4.0	MIT/Apache-2.0	https://github.com/retep998/winapi-rs
winapi	0.3.9	MIT/Apache-2.0	https://github.com/retep998/winapi-rs
windows-link	0.2.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-sys	0.48.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-sys	0.61.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-targets	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_aarch64_msvc	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_gnu	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_msvc	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_gnu	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_msvc	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
wyz	0.5.1	MIT	https://github.com/myrrlyn/wyz
zerocopy-derive	0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy
zerocopy	0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy
